prompt_tokens,completion_tokens,total_tokens
932,126,1058
936,143,1079
953,143,1096
957,163,1120
939,175,1114
275,173,448
313,162,475
331,248,579
296,192,488
337,210,547
471,579,1050
481,440,921
494,482,976
533,530,1063
767,328,1095
553,455,1008
885,422,1307
861,415,1276
792,389,1181
768,362,1130
932,112,1044
935,129,1064
934,163,1097
281,169,450
940,157,1097
261,191,452
933,187,1120
314,197,511
314,243,557
470,430,900
337,261,598
503,401,904
543,473,1016
489,395,884
781,243,1024
715,479,1194
560,442,1002
701,390,1091
749,515,1264
739,442,1181
934,112,1046
934,126,1060
954,120,1074
938,143,1081
277,204,481
291,178,469
957,155,1112
263,139,402
298,222,520
498,330,828
439,361,800
526,336,862
329,244,573
504,446,950
669,352,1021
648,456,1104
567,551,1118
754,446,1200
658,597,1255
882,498,1380
919,110,1029
948,110,1058
928,112,1040
924,112,1036
275,160,435
246,173,419
257,152,409
253,182,435
474,363,837
458,431,889
938,124,1062
472,459,931
724,265,989
446,447,893
279,210,489
757,327,1084
749,388,1137
514,695,1209
1007,422,1429
685,379,1064
931,112,1043
933,138,1071
954,150,1104
321,194,515
928,138,1066
260,200,460
283,201,484
950,173,1123
497,402,899
288,203,491
340,276,616
514,624,1138
495,539,1034
707,399,1106
592,479,1071
841,481,1322
952,446,1398
502,449,951
803,1131,1934
756,440,1196
932,112,1044
930,154,1084
955,157,1112
942,142,1084
948,143,1091
261,149,410
329,204,533
301,198,499
301,194,495
308,202,510
447,377,824
494,336,830
502,406,908
683,263,946
516,513,1029
640,304,944
722,372,1094
835,368,1203
525,524,1049
853,662,1515
928,112,1040
935,151,1086
964,188,1152
257,197,454
303,230,533
947,143,1090
369,273,642
307,196,503
491,382,873
531,470,1001
684,388,1072
603,513,1116
779,377,1156
509,633,1142
954,641,1595
851,434,1285
