prompt_tokens,completion_tokens,total_tokens
1063,187,1250
360,188,548
519,1026,1545
1276,961,2237
1045,138,1183
293,174,467
487,645,1132
877,805,1682
1061,142,1203
313,151,464
480,861,1341
1108,994,2102
1055,109,1164
274,113,387
436,729,1165
971,683,1654
1063,191,1254
364,190,554
521,582,1103
832,636,1468
1070,166,1236
346,166,512
504,612,1116
868,923,1791
1067,188,1255
365,182,547
517,801,1318
1054,740,1794
1085,113,1198
308,179,487
532,659,1191
930,802,1732
1058,138,1196
306,183,489
509,429,938
673,473,1146
1073,128,1201
311,173,484
514,503,1017
763,522,1285
1080,222,1302
412,293,705
641,809,1450
1075,1236,2311
1093,167,1260
370,204,574
565,575,1140
854,1086,1940
1046,138,1184
294,143,437
457,794,1251
1027,815,1842
1077,242,1319
429,286,715
631,864,1495
1127,1137,2264
1066,140,1206
316,176,492
510,588,1098
840,581,1421
1074,191,1265
375,238,613
580,626,1206
886,705,1591
1071,159,1230
340,225,565
564,811,1375
1068,1034,2102
1053,133,1186
296,122,418
443,659,1102
899,648,1547
1075,156,1231
341,184,525
527,943,1470
1204,883,2087
1056,137,1193
303,197,500
521,614,1135
856,737,1593
1052,156,1208
318,189,507
509,614,1123
853,590,1443
1077,113,1190
300,165,465
510,660,1170
923,976,1899
1058,165,1223
333,198,531
524,775,1299
1020,945,1965
1085,193,1278
388,180,568
533,737,1270
1009,756,1765
1068,191,1259
369,217,586
553,919,1472
1173,1062,2235
1070,140,1210
320,149,469
487,525,1012
782,814,1596
1058,138,1196
306,170,476
496,644,1140
888,688,1576
1046,138,1184
294,178,472
492,749,1241
982,956,1938
1077,137,1214
324,205,529
550,668,1218
931,812,1743
1061,170,1231
341,186,527
515,746,1261
994,964,1958
1058,105,1163
273,103,376
429,498,927
743,558,1301
1072,109,1181
291,150,441
490,584,1074
842,581,1423
1060,165,1225
335,215,550
543,789,1332
1035,1137,2172
1060,193,1253
363,208,571
536,690,1226
936,1850,2786
1074,179,1253
363,224,587
566,484,1050
744,1023,1767
1078,109,1187
297,150,447
496,583,1079
847,795,1642
1040,138,1178
288,128,416
436,654,1090
881,614,1495
1047,138,1185
295,177,472
492,642,1134
875,1660,2535
1034,109,1143
253,135,388
437,432,869
653,648,1301
1063,169,1232
342,204,546
535,587,1122
837,501,1338
1065,166,1231
341,238,579
571,739,1310
990,951,1941
1057,133,1190
300,133,433
458,552,1010
795,802,1597
1075,193,1268
378,187,565
530,969,1499
1230,927,2157
1066,187,1253
363,270,633
604,821,1425
1073,1330,2403
1064,167,1231
341,232,573
564,1091,1655
1341,1125,2466
1070,140,1210
320,168,488
506,811,1317
1067,999,2066
1049,113,1162
272,117,389
434,604,1038
840,740,1580
1069,133,1202
312,156,468
493,620,1113
875,1095,1970
1052,138,1190
300,184,484
504,636,1140
874,633,1507
1062,138,1200
310,179,489
509,583,1092
832,737,1569
1082,164,1246
356,197,553
547,916,1463
1184,1553,2737
1081,197,1278
388,262,650
611,494,1105
761,541,1302
1052,140,1192
302,152,454
472,520,992
758,1083,1841
1052,138,1190
300,179,479
499,664,1163
902,765,1667
1059,140,1199
309,149,458
476,489,965
735,958,1693
1063,113,1176
286,158,444
489,546,1035
796,731,1527
1047,109,1156
266,109,375
424,805,1229
1039,756,1795
1058,128,1186
296,137,433
463,556,1019
800,683,1483
1085,113,1198
308,166,474
519,695,1214
967,914,1881
1048,113,1161
271,110,381
426,496,922
730,862,1592
1062,105,1167
277,164,441
494,587,1081
835,828,1663
1075,162,1237
347,228,575
571,736,1307
997,743,1740
1053,138,1191
301,143,444
464,556,1020
795,718,1513
1040,156,1196
306,200,506
508,526,1034
752,675,1427
1052,133,1185
295,170,465
490,576,1066
815,1829,2644
1069,147,1216
326,190,516
527,705,1232
960,826,1786
1063,142,1205
315,188,503
519,682,1201
931,737,1668
1045,113,1158
268,177,445
490,567,1057
798,527,1325
1066,142,1208
318,171,489
505,582,1087
834,583,1417
1052,138,1190
300,172,472
492,649,1141
887,652,1539
1051,140,1191
301,207,508
526,1193,1719
1430,1272,2702
1052,138,1190
300,173,473
493,663,1156
901,789,1690
1075,113,1188
298,171,469
514,566,1080
827,569,1396
1066,140,1206
316,170,486
504,564,1068
816,883,1699
1048,128,1176
286,120,406
436,601,1037
836,590,1426
1082,109,1191
301,113,414
463,997,1460
1265,1487,2752
1049,113,1162
272,133,405
450,393,843
628,640,1268
1078,113,1191
301,149,450
495,569,1064
833,735,1568
1098,113,1211
321,169,490
535,750,1285
1034,728,1762
1060,231,1291
401,257,658
585,872,1457
1119,804,1923
1078,113,1191
301,162,463
508,681,1189
945,872,1817
1051,113,1164
274,118,392
437,831,1268
1069,805,1874
