prompt_tokens,completion_tokens,total_tokens
480,777,1257
939,436,1375
1029,166,1195
306,205,511
508,1114,1622
1291,599,1890
1036,241,1277
388,260,648
570,914,1484
1098,939,2037
1049,166,1215
326,198,524
521,691,1212
888,431,1319
1002,137,1139
250,139,389
415,424,839
574,395,969
1033,231,1264
375,270,645
577,700,1277
881,659,1540
1022,137,1159
270,168,438
464,748,1212
918,428,1346
1030,137,1167
278,168,446
472,765,1237
943,466,1409
1027,112,1139
250,167,417
468,652,1120
827,546,1373
1009,155,1164
275,190,465
473,714,1187
871,551,1422
1031,159,1190
301,148,449
453,763,1216
942,618,1560
1012,162,1174
285,221,506
507,683,1190
843,507,1350
1008,155,1163
274,171,445
453,615,1068
771,431,1202
1033,112,1145
256,164,420
471,800,1271
981,653,1634
1014,160,1174
285,203,488
491,733,1224
895,628,1523
1041,112,1153
264,151,415
466,660,1126
849,585,1434
1024,139,1163
274,282,556
580,858,1438
1030,763,1793
1026,127,1153
264,185,449
485,692,1177
866,488,1354
1014,112,1126
237,119,356
407,603,1010
765,75,840
1002,137,1139
250,121,371
397,545,942
695,550,1245
1033,158,1191
302,233,535
540,1029,1569
1210,677,1887
1017,169,1186
297,150,447
441,743,1184
908,384,1292
1014,164,1178
289,228,517
516,722,1238
884,546,1430
1028,108,1136
247,143,390
445,660,1105
836,501,1337
1016,208,1224
335,228,563
518,978,1496
1142,519,1661
1016,208,1224
335,264,599
554,735,1289
899,708,1607
1030,112,1142
253,161,414
465,667,1132
845,532,1377
1034,108,1142
253,167,420
475,828,1303
1010,491,1501
996,155,1151
262,142,404
412,530,942
674,499,1173
1003,137,1140
251,169,420
446,599,1045
750,434,1184
990,108,1098
209,116,325
380,374,754
512,339,851
1019,112,1131
242,172,414
465,691,1156
858,489,1347
1021,183,1204
315,233,548
528,1075,1603
1244,682,1926
1013,141,1154
265,158,423
445,524,969
685,512,1197
1031,192,1223
334,186,520
491,699,1190
878,717,1595
1022,166,1188
299,139,438
435,414,849
584,516,1100
1020,108,1128
239,147,386
441,948,1389
1116,524,1640
1026,108,1134
245,159,404
459,476,935
650,333,983
1005,132,1137
248,134,382
413,446,859
599,408,1007
1025,112,1137
248,124,372
423,601,1024
774,519,1293
1008,155,1163
274,163,437
445,520,965
676,478,1154
1018,137,1155
266,163,429
455,620,1075
786,538,1324
1038,132,1170
281,148,429
460,543,1003
729,488,1217
1037,190,1227
338,198,536
509,745,1254
930,743,1673
1008,179,1187
298,195,493
477,512,989
668,504,1172
1008,137,1145
256,172,428
454,990,1444
1146,614,1760
1015,139,1154
265,159,424
448,837,1285
1000,476,1476
1019,112,1131
242,157,399
450,658,1108
825,460,1285
1003,183,1186
297,205,502
482,494,976
645,465,1110
1014,136,1150
261,181,442
469,507,976
669,397,1066
1041,112,1153
264,158,422
473,477,950
666,382,1048
1004,166,1170
281,227,508
505,1430,1935
1582,918,2500
1018,104,1122
233,156,389
448,392,840
558,348,906
1031,137,1168
279,189,468
494,430,924
609,539,1148
1009,132,1141
252,147,399
430,757,1187
914,355,1269
996,108,1104
215,110,325
380,461,841
605,422,1027
1008,132,1140
251,173,424
455,925,1380
1081,547,1628
1025,166,1191
302,151,453
450,459,909
632,340,972
1019,159,1178
289,165,454
458,476,934
643,458,1101
1001,112,1113
224,166,390
441,563,1004
712,289,1001
1022,141,1163
274,129,403
425,629,1054
799,95,894
1008,155,1163
274,151,425
433,538,971
694,542,1236
1007,163,1170
281,329,610
610,669,1279
824,152,976
1008,137,1145
256,179,435
461,932,1393
1088,440,1528
1031,155,1186
297,205,502
510,757,1267
936,333,1269
1022,187,1209
320,179,499
475,686,1161
856,676,1532
1004,191,1195
306,173,479
451,559,1010
711,519,1230
1038,108,1146
257,117,374
429,504,933
690,390,1080
1005,112,1117
228,180,408
459,620,1079
773,449,1222
1034,112,1146
257,171,428
479,898,1377
1080,597,1677
1054,161,1215
326,218,544
546,687,1233
889,625,1514
1016,172,1188
299,225,524
515,571,1086
735,559,1294
1034,158,1192
303,171,474
479,556,1035
738,524,1262
1007,112,1119
230,127,357
408,527,935
682,509,1191
