prompt_tokens,completion_tokens,total_tokens
957,173,1130
932,144,1076
936,134,1070
343,230,573
347,225,572
293,251,544
343,272,615
287,187,474
538,445,983
537,466,1003
538,395,933
478,456,934
639,461,1100
654,600,1254
685,599,1284
610,578,1188
566,658,1224
859,872,1731
940,143,1083
932,154,1086
933,112,1045
934,143,1077
935,163,1098
303,234,537
262,191,453
300,209,509
315,222,537
521,222,743
294,181,475
479,461,940
512,446,958
470,401,871
416,387,803
504,306,810
643,478,1121
656,611,1267
597,618,1215
508,522,1030
934,142,1076
938,143,1081
954,157,1111
957,157,1114
934,112,1046
298,217,515
293,221,514
328,229,557
331,231,562
263,144,407
510,435,945
433,352,785
538,385,923
543,405,948
510,705,1215
548,355,903
635,503,1138
601,457,1058
624,498,1122
901,447,1348
924,112,1036
938,110,1048
919,143,1062
928,110,1038
948,143,1091
253,160,413
265,166,431
279,199,478
255,140,395
308,222,530
439,374,813
459,425,884
473,402,875
423,424,847
525,371,896
560,456,1016
625,714,1339
614,409,1023
583,453,1036
581,615,1196
933,112,1045
931,143,1074
928,171,1099
950,187,1137
954,145,1099
262,133,395
291,191,482
316,193,509
354,288,642
316,255,571
421,309,730
477,357,834
502,387,889
504,333,837
593,573,1166
538,464,1002
603,392,995
550,471,1021
654,598,1252
785,787,1572
932,143,1075
930,143,1073
948,202,1150
942,163,1105
955,173,1128
290,205,495
292,202,494
367,248,615
345,220,565
322,209,531
506,349,855
489,444,933
553,351,904
490,596,1086
530,661,1191
551,662,1213
638,327,965
872,533,1405
878,943,1821
788,1081,1869
928,129,1057
947,173,1120
964,188,1152
274,174,448
272,188,460
337,232,569
369,243,612
457,314,771
478,376,854
534,486,1020
562,558,1120
573,633,1206
695,494,1189
504,640,1144
784,543,1327
